Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,Temp_Humidity_Interaction,Wind_Speed_Precipitation_Interaction,Humidity_Visibility_Interaction,UV_Index_log,Wind_Speed_log,Visibility_log,Temperature_cat,Humidity_cat,Wind_Speed_cat
-2.0,72,6.5,96.0,overcast,993.53,0,Winter,3.0,inland,Snowy,-144.0,624.0,18.0,0.0,2.0149030205422647,1.3862943611198906,Freezing,High,Calm
27.0,69,13.0,41.0,overcast,1009.5,2,Spring,7.5,inland,Cloudy,1863.0,533.0,8.117647058823529,1.0986122886681098,2.6390573296152584,2.1400661634962708,Hot,High,Breezy
17.0,65,12.5,34.0,partly cloudy,1009.68,4,Summer,5.5,coastal,Cloudy,1105.0,425.0,10.0,1.6094379124341003,2.6026896854443837,1.8718021769015913,Moderate,High,Breezy
15.0,64,6.5,21.0,overcast,1003.55,4,Winter,6.0,coastal,Cloudy,960.0,136.5,9.142857142857142,1.6094379124341003,2.0149030205422647,1.9459101490553132,Cold,High,Calm
10.0,67,8.0,47.0,overcast,1007.42,1,Summer,6.0,mountain,Cloudy,670.0,376.0,9.571428571428571,0.6931471805599453,2.1972245773362196,1.9459101490553132,Cold,High,Calm
33.0,51,0.5,27.0,overcast,1009.18,3,Autumn,5.5,coastal,Cloudy,1683.0,13.5,7.846153846153846,1.3862943611198906,0.4054651081081644,1.8718021769015913,Hot,Medium,Calm
-1.0,72,0.0,54.0,partly cloudy,984.01,0,Winter,3.5,mountain,Snowy,-72.0,0.0,16.0,0.0,0.0,1.5040773967762742,Freezing,High,Calm
14.0,76,11.0,35.0,partly cloudy,1009.43,1,Autumn,6.0,coastal,Cloudy,1064.0,385.0,10.857142857142858,0.6931471805599453,2.4849066497880004,1.9459101490553132,Cold,High,Breezy
-5.0,81,18.0,88.0,overcast,988.33,1,Winter,2.5,mountain,Snowy,-405.0,1584.0,23.142857142857142,0.6931471805599453,2.9444389791664403,1.252762968495368,Freezing,High,Breezy
30.0,55,5.0,31.0,partly cloudy,1004.15,2,Autumn,6.5,mountain,Cloudy,1650.0,155.0,7.333333333333333,1.0986122886681098,1.791759469228055,2.0149030205422647,Hot,Medium,Calm
23.0,60,12.0,44.0,overcast,1007.16,4,Spring,7.5,inland,Cloudy,1380.0,528.0,7.0588235294117645,1.6094379124341003,2.5649493574615367,2.1400661634962708,Moderate,Medium,Breezy
40.0,54,5.5,1.0,clear,1012.63,10,Spring,10.0,mountain,Sunny,2160.0,5.5,4.909090909090909,2.3978952727983707,1.8718021769015913,2.3978952727983707,Hot,Medium,Calm
-2.0,82,17.5,52.0,overcast,990.33,0,Winter,4.5,inland,Snowy,-164.0,910.0,14.909090909090908,0.0,2.917770732084279,1.7047480922384253,Freezing,High,Breezy
3.0,96,16.0,80.0,overcast,995.24,1,Winter,4.0,inland,Snowy,288.0,1280.0,19.2,0.6931471805599453,2.833213344056216,1.6094379124341003,Cold,High,Breezy
21.0,99,16.0,60.0,partly cloudy,1011.58,2,Winter,1.0,inland,Rainy,2079.0,960.0,49.5,1.0986122886681098,2.833213344056216,0.6931471805599453,Moderate,High,Breezy
30.0,74,10.5,28.0,overcast,1004.31,4,Autumn,6.5,mountain,Cloudy,2220.0,294.0,9.866666666666667,1.6094379124341003,2.4423470353692043,2.0149030205422647,Hot,High,Breezy
33.0,96,6.5,95.0,overcast,1003.49,0,Summer,3.5,mountain,Rainy,3168.0,617.5,21.333333333333332,0.0,2.0149030205422647,1.5040773967762742,Hot,High,Calm
21.0,77,10.5,26.0,partly cloudy,1008.89,1,Autumn,8.5,mountain,Cloudy,1617.0,273.0,8.105263157894736,0.6931471805599453,2.4423470353692043,2.2512917986064953,Moderate,High,Breezy
-2.0,74,18.5,95.0,overcast,980.67,1,Winter,2.5,mountain,Snowy,-148.0,1757.5,21.142857142857142,0.6931471805599453,2.970414465569701,1.252762968495368,Freezing,High,Breezy
-1.0,97,8.5,57.0,overcast,990.34,1,Winter,3.0,mountain,Snowy,-97.0,484.5,24.25,0.6931471805599453,2.2512917986064953,1.3862943611198906,Freezing,High,Calm
21.0,71,13.0,40.0,partly cloudy,1008.96,3,Winter,8.5,coastal,Cloudy,1491.0,520.0,7.473684210526316,1.3862943611198906,2.6390573296152584,2.2512917986064953,Moderate,High,Breezy
1.0,96,4.0,54.0,overcast,992.56,0,Winter,4.5,mountain,Snowy,96.0,216.0,17.454545454545453,0.0,1.6094379124341003,1.7047480922384253,Cold,High,Calm
-1.0,81,7.0,59.0,overcast,984.68,1,Winter,1.0,inland,Snowy,-81.0,413.0,40.5,0.6931471805599453,2.0794415416798357,0.6931471805599453,Freezing,High,Calm
-7.0,89,4.5,57.0,overcast,980.41,0,Winter,2.0,inland,Snowy,-623.0,256.5,29.666666666666668,0.0,1.7047480922384253,1.0986122886681098,Freezing,High,Calm
16.0,84,18.5,54.0,overcast,996.12,0,Spring,3.0,coastal,Rainy,1344.0,999.0,21.0,0.0,2.970414465569701,1.3862943611198906,Moderate,High,Breezy
-5.0,66,6.5,75.0,overcast,994.79,0,Winter,3.0,inland,Snowy,-330.0,487.5,16.5,0.0,2.0149030205422647,1.3862943611198906,Freezing,High,Calm
17.0,72,12.0,46.0,partly cloudy,990.66,10,Spring,20.0,inland,Sunny,1224.0,552.0,3.4285714285714284,2.3978952727983707,2.5649493574615367,3.044522437723423,Moderate,High,Breezy
27.0,60,8.0,22.0,overcast,1002.22,2,Summer,6.0,mountain,Cloudy,1620.0,176.0,8.571428571428571,1.0986122886681098,2.1972245773362196,1.9459101490553132,Hot,Medium,Calm
26.0,94,12.5,66.0,overcast,994.06,0,Spring,4.5,mountain,Rainy,2444.0,825.0,17.09090909090909,0.0,2.6026896854443837,1.7047480922384253,Hot,High,Breezy
32.0,60,19.5,59.0,overcast,1012.87,3,Winter,4.0,coastal,Rainy,1920.0,1150.5,12.0,1.3862943611198906,3.0204248861443626,1.6094379124341003,Hot,Medium,Breezy
21.0,60,17.5,62.0,partly cloudy,1010.93,0,Spring,3.5,mountain,Rainy,1260.0,1085.0,13.333333333333334,0.0,2.917770732084279,1.5040773967762742,Moderate,Medium,Breezy
3.0,99,2.5,72.0,overcast,986.55,0,Winter,3.5,inland,Snowy,297.0,180.0,22.0,0.0,1.252762968495368,1.5040773967762742,Cold,High,Calm
-8.0,75,1.0,93.0,overcast,984.39,0,Winter,4.0,mountain,Snowy,-600.0,93.0,15.0,0.0,0.6931471805599453,1.6094379124341003,Freezing,High,Calm
24.0,77,14.0,40.0,partly cloudy,1006.57,2,Summer,7.0,coastal,Cloudy,1848.0,560.0,9.625,1.0986122886681098,2.70805020110221,2.0794415416798357,Moderate,High,Breezy
27.0,70,6.5,91.0,partly cloudy,1008.73,2,Winter,3.0,mountain,Rainy,1890.0,591.5,17.5,1.0986122886681098,2.0149030205422647,1.3862943611198906,Hot,High,Calm
-8.0,60,19.0,55.0,partly cloudy,995.01,1,Winter,2.0,inland,Snowy,-480.0,1045.0,20.0,0.6931471805599453,2.995732273553991,1.0986122886681098,Freezing,Medium,Breezy
15.0,65,0.0,49.0,partly cloudy,1011.26,1,Summer,8.5,coastal,Cloudy,975.0,0.0,6.842105263157895,0.6931471805599453,0.0,2.2512917986064953,Cold,High,Calm
31.0,86,13.5,78.0,overcast,999.25,3,Winter,4.0,inland,Rainy,2666.0,1053.0,17.2,1.3862943611198906,2.6741486494265287,1.6094379124341003,Hot,High,Breezy
24.0,58,10.0,17.0,partly cloudy,1009.9,4,Autumn,6.5,inland,Cloudy,1392.0,170.0,7.733333333333333,1.6094379124341003,2.3978952727983707,2.0149030205422647,Moderate,Medium,Calm
-10.0,91,12.0,71.0,partly cloudy,999.57,1,Winter,2.0,inland,Snowy,-910.0,852.0,30.333333333333332,0.6931471805599453,2.5649493574615367,1.0986122886681098,Freezing,High,Breezy
23.0,43,6.5,3.0,partly cloudy,1012.05,11,Autumn,6.5,coastal,Sunny,989.0,19.5,5.733333333333333,2.4849066497880004,2.0149030205422647,2.0149030205422647,Moderate,Medium,Calm
21.0,52,6.0,43.0,overcast,1009.87,2,Spring,6.0,coastal,Cloudy,1092.0,258.0,7.428571428571429,1.0986122886681098,1.9459101490553132,1.9459101490553132,Moderate,Medium,Calm
19.0,70,14.5,41.0,partly cloudy,1010.39,4,Winter,7.5,coastal,Cloudy,1330.0,594.5,8.235294117647058,1.6094379124341003,2.740840023925201,2.1400661634962708,Moderate,High,Breezy
-10.0,95,1.5,77.0,overcast,998.66,1,Winter,2.0,inland,Snowy,-950.0,115.5,31.666666666666668,0.6931471805599453,0.9162907318741551,1.0986122886681098,Freezing,High,Calm
-8.0,96,13.5,61.0,overcast,995.13,1,Winter,2.0,mountain,Snowy,-768.0,823.5,32.0,0.6931471805599453,2.6741486494265287,1.0986122886681098,Freezing,High,Breezy
24.0,52,9.0,29.0,partly cloudy,1007.84,1,Autumn,8.0,mountain,Cloudy,1248.0,261.0,5.777777777777778,0.6931471805599453,2.302585092994046,2.1972245773362196,Moderate,Medium,Calm
-6.0,92,17.5,84.0,partly cloudy,999.62,0,Winter,4.0,mountain,Snowy,-552.0,1470.0,18.4,0.0,2.917770732084279,1.6094379124341003,Freezing,High,Breezy
33.0,70,12.0,66.0,overcast,998.66,3,Summer,3.5,mountain,Rainy,2310.0,792.0,15.555555555555555,1.3862943611198906,2.5649493574615367,1.5040773967762742,Hot,High,Breezy
31.0,51,6.5,17.0,clear,1010.32,11,Autumn,10.0,coastal,Sunny,1581.0,110.5,4.636363636363637,2.4849066497880004,2.0149030205422647,2.3978952727983707,Hot,Medium,Calm
30.0,71,6.0,21.0,partly cloudy,1012.64,1,Winter,5.5,mountain,Cloudy,2130.0,126.0,10.923076923076923,0.6931471805599453,1.9459101490553132,1.8718021769015913,Hot,High,Calm
-6.0,60,10.0,71.0,overcast,987.38,0,Winter,1.5,mountain,Snowy,-360.0,710.0,24.0,0.0,2.3978952727983707,0.9162907318741551,Freezing,Medium,Calm
-1.0,63,13.5,92.0,overcast,998.36,1,Winter,1.5,inland,Snowy,-63.0,1242.0,25.2,0.6931471805599453,2.6741486494265287,0.9162907318741551,Freezing,High,Breezy
2.0,65,16.5,51.0,overcast,993.38,0,Winter,4.0,inland,Snowy,130.0,841.5,13.0,0.0,2.8622008809294686,1.6094379124341003,Cold,High,Breezy
31.0,70,14.0,13.0,partly cloudy,1011.12,4,Summer,6.5,mountain,Cloudy,2170.0,182.0,9.333333333333334,1.6094379124341003,2.70805020110221,2.0149030205422647,Hot,High,Breezy
-10.0,62,14.0,69.0,overcast,994.79,0,Winter,3.0,inland,Snowy,-620.0,966.0,15.5,0.0,2.70805020110221,1.3862943611198906,Freezing,High,Breezy
-1.0,78,11.0,79.0,partly cloudy,995.07,0,Winter,1.5,mountain,Snowy,-78.0,869.0,31.2,0.0,2.4849066497880004,0.9162907318741551,Freezing,High,Breezy
-8.0,63,15.0,90.0,partly cloudy,996.12,1,Winter,1.5,inland,Snowy,-504.0,1350.0,25.2,0.6931471805599453,2.772588722239781,0.9162907318741551,Freezing,High,Breezy
-5.0,82,14.5,66.0,overcast,994.35,1,Winter,1.5,inland,Snowy,-410.0,957.0,32.8,0.6931471805599453,2.740840023925201,0.9162907318741551,Freezing,High,Breezy
4.0,96,22.0,71.0,overcast,981.34,6,Winter,5.5,inland,Snowy,384.0,1562.0,14.76923076923077,1.9459101490553132,3.1354942159291497,1.8718021769015913,Cold,High,Breezy
34.0,98,20.0,65.0,overcast,1000.76,3,Summer,1.5,mountain,Rainy,3332.0,1300.0,39.2,1.3862943611198906,3.044522437723423,0.9162907318741551,Hot,High,Breezy
10.0,54,9.0,25.0,partly cloudy,1000.79,4,Spring,8.0,mountain,Cloudy,540.0,225.0,6.0,1.6094379124341003,2.302585092994046,2.1972245773362196,Cold,Medium,Calm
1.0,78,6.0,69.0,overcast,987.74,1,Winter,4.0,mountain,Snowy,78.0,414.0,15.6,0.6931471805599453,1.9459101490553132,1.6094379124341003,Cold,High,Calm
4.0,70,1.0,61.0,overcast,992.37,1,Winter,2.0,mountain,Snowy,280.0,61.0,23.333333333333332,0.6931471805599453,0.6931471805599453,1.0986122886681098,Cold,High,Calm
-4.0,87,14.5,68.0,overcast,992.78,0,Winter,4.0,mountain,Snowy,-348.0,986.0,17.4,0.0,2.740840023925201,1.6094379124341003,Freezing,High,Breezy
20.0,67,15.0,37.0,partly cloudy,1010.43,1,Winter,6.0,coastal,Cloudy,1340.0,555.0,9.571428571428571,0.6931471805599453,2.772588722239781,1.9459101490553132,Moderate,High,Breezy
26.0,86,13.0,55.0,overcast,1005.33,1,Autumn,1.0,mountain,Rainy,2236.0,715.0,43.0,0.6931471805599453,2.6390573296152584,0.6931471805599453,Hot,High,Breezy
-10.0,84,5.5,92.0,overcast,989.52,0,Winter,1.0,inland,Snowy,-840.0,506.0,42.0,0.0,1.8718021769015913,0.6931471805599453,Freezing,High,Calm
30.0,50,7.0,25.0,overcast,1007.2,4,Winter,6.5,inland,Cloudy,1500.0,175.0,6.666666666666667,1.6094379124341003,2.0794415416798357,2.0149030205422647,Hot,Medium,Calm
-6.0,69,8.5,94.0,overcast,996.02,0,Winter,1.5,inland,Snowy,-414.0,799.0,27.6,0.0,2.2512917986064953,0.9162907318741551,Freezing,High,Calm
-10.0,72,20.0,87.0,overcast,992.99,0,Winter,2.5,inland,Snowy,-720.0,1740.0,20.571428571428573,0.0,3.044522437723423,1.252762968495368,Freezing,High,Breezy
27.0,66,11.5,28.0,overcast,1003.18,1,Autumn,6.0,inland,Cloudy,1782.0,322.0,9.428571428571429,0.6931471805599453,2.5257286443082556,1.9459101490553132,Hot,High,Breezy
-5.0,61,8.5,71.0,overcast,987.2,0,Winter,2.0,inland,Snowy,-305.0,603.5,20.333333333333332,0.0,2.2512917986064953,1.0986122886681098,Freezing,High,Calm
35.0,55,9.0,9.0,partly cloudy,1012.58,9,Summer,8.0,inland,Sunny,1925.0,81.0,6.111111111111111,2.302585092994046,2.302585092994046,2.1972245773362196,Hot,Medium,Calm
30.0,77,19.0,97.0,partly cloudy,1005.01,0,Winter,2.0,coastal,Rainy,2310.0,1843.0,25.666666666666668,0.0,2.995732273553991,1.0986122886681098,Hot,High,Breezy
15.0,72,1.0,20.0,partly cloudy,1002.98,1,Winter,9.0,coastal,Cloudy,1080.0,20.0,7.2,0.6931471805599453,0.6931471805599453,2.302585092994046,Cold,High,Calm
11.0,95,11.5,91.0,overcast,996.78,1,Winter,1.5,coastal,Rainy,1045.0,1046.5,38.0,0.6931471805599453,2.5257286443082556,0.9162907318741551,Cold,High,Breezy
-5.0,70,25.0,70.0,overcast,988.49,12,Winter,4.0,inland,Snowy,-350.0,1750.0,14.0,2.5649493574615367,3.258096538021482,1.6094379124341003,Freezing,High,Breezy
